name,content,rater_id,natural_rating,abstract_rating,condition,sentence_source,stimuli_type,gender,age,model_batch,im_r,im_i,choices_r,choices_i,targets_r,targets_i
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",56,4.0,1.0,relevant,news,original,Male,38.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",46,4.0,1.0,relevant,news,original,Male,59.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",49,4.0,1.0,relevant,news,original,Male,50.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",57,4.0,1.0,relevant,news,original,Male,27.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",55,4.0,1.0,relevant,news,original,Female,70.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",44,4.0,1.0,relevant,news,original,Female,25.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",50,4.0,2.0,relevant,news,original,Male,50.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",47,2.0,3.0,relevant,news,original,Male,43.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",45,4.0,1.0,relevant,news,original,Female,33.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",58,4.0,1.0,relevant,news,original,Female,46.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",51,4.0,1.0,relevant,news,original,Male,28.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",61,4.0,1.0,relevant,news,original,Male,26.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or2,"But in recent years firms have been moving that work into much more remote areas, where costs for staff and space are lower.",54,3.0,2.0,relevant,news,original,Female,21.0,batch1,im2,im17,"the pointy trees,the skyscrapers,the solar panel","the brain,the lightning,everything equal",the solar panel,everything equal
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",4,4.0,2.0,irrelevant,news,original,Female,56.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",3,4.0,3.0,irrelevant,news,original,Female,54.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",20,4.0,3.0,irrelevant,news,original,Male,75.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",21,3.0,3.0,irrelevant,news,original,Male,61.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",2,4.0,1.0,irrelevant,news,original,Female,33.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",19,4.0,1.0,irrelevant,news,original,Female,60.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",18,4.0,2.0,irrelevant,news,original,Female,72.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",15,4.0,1.0,irrelevant,news,original,Female,51.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",14,4.0,1.0,irrelevant,news,original,Female,51.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",8,4.0,1.0,irrelevant,news,original,Female,30.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",17,3.0,2.0,irrelevant,news,original,Male,42.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",1,4.0,1.0,irrelevant,news,original,Female,62.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",5,4.0,1.0,irrelevant,news,original,Male,69.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",10,3.0,2.0,irrelevant,news,original,Male,53.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",9,4.0,1.0,irrelevant,news,original,Male,70.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",7,4.0,3.0,irrelevant,news,original,Male,54.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",6,3.0,2.0,irrelevant,news,original,Male,39.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",12,4.0,2.0,irrelevant,news,original,Female,22.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",13,4.0,2.0,irrelevant,news,original,Male,52.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
or3,"But what does Tokyo Banana actually have to do with Tokyo, a city that doesn't have any banana trees?",11,4.0,1.0,irrelevant,news,original,Male,45.0,batch1,im3,im18,"the tray,the blue tower,the orange tower","the elephant,the check mark,the building with a dome",the tray,the elephant
